scope,window,industry,members,median_pct,mean_pct
liquid,1w,Computer Peripherals,6,10.96,12.01
liquid,1w,Electronic Components,5,10.05,10.15
liquid,1w,Financial Conglomerates,6,6.73,65.99
liquid,1w,Semiconductors,28,6.33,6.79
liquid,1w,Industrial Machinery,8,4.91,3.58
liquid,1w,Electronic Production Equipment,8,3.78,5.38
liquid,1w,Investment Banks/Brokers,6,3.59,1.94
liquid,1w,Computer Processing Hardware,10,2.27,1.8
liquid,1w,Aerospace & Defense,17,0.99,1.0
liquid,1w,Apparel/Footwear Retail,3,0.87,2.43
liquid,1w,Data Processing Services,16,0.52,1.51
liquid,1w,Information Technology Services,17,0.34,-0.63
liquid,1w,Telecommunications Equipment,3,0.29,-0.07
liquid,1w,Restaurants,8,-0.64,3.17
liquid,1w,Engineering & Construction,10,-0.95,-3.98
liquid,1w,Investment Managers,5,-1.35,17.55
liquid,1w,Specialty Stores,9,-1.72,-0.95
liquid,1w,Medical Specialties,17,-2.17,3.15
liquid,1w,Electrical Products,16,-2.21,-4.58
liquid,1w,Packaged Software,75,-2.33,-0.74
liquid,1w,Internet Software/Services,13,-2.34,-2.14
liquid,1w,Oil & Gas Production,3,-2.55,-3.6
liquid,1w,Medical/Nursing Services,7,-2.91,-6.48
liquid,1w,Miscellaneous Commercial Services,10,-3.01,36.84
liquid,1w,Electronics/Appliances,3,-3.47,-0.27
liquid,1w,Other Metals/Minerals,12,-4.02,-4.54
liquid,1w,Precious Metals,8,-4.12,-2.84
liquid,1w,Air Freight/Couriers,3,-4.93,-0.21
liquid,1w,Finance/Rental/Leasing,8,-4.96,-6.11
liquid,1w,Electronic Equipment/Instruments,4,-5.07,-6.45
liquid,1w,Pharmaceuticals: Major,36,-5.87,-4.55
liquid,1w,Other Consumer Services,3,-7.13,-9.02
liquid,1w,Integrated Oil,3,-7.67,-7.77
liquid,1w,Oilfield Services/Equipment,5,-7.77,-4.77
liquid,1w,Oil Refining/Marketing,7,-7.83,-8.52
liquid,1w,Chemicals: Agricultural,3,-9.27,-9.28
liquid,1w,Real Estate Development,3,-9.37,-6.62
liquid,1w,Apparel/Footwear,3,-10.51,-6.15
liquid,3m,Financial Conglomerates,6,115.06,178.48
liquid,3m,Oil Refining/Marketing,7,55.82,60.68
liquid,3m,Electronics/Appliances,3,25.67,25.92
liquid,3m,Packaged Software,75,24.04,26.83
liquid,3m,Information Technology Services,17,16.24,17.29
liquid,3m,Precious Metals,8,15.16,14.98
liquid,3m,Medical Specialties,17,14.48,26.03
liquid,3m,Medical/Nursing Services,7,10.88,6.91
liquid,3m,Investment Managers,5,10.82,2.57
liquid,3m,Chemicals: Agricultural,3,5.84,0.12
liquid,3m,Oil & Gas Production,3,4.42,3.85
liquid,3m,Telecommunications Equipment,3,1.66,0.56
liquid,3m,Miscellaneous Commercial Services,10,1.46,3.07
liquid,3m,Investment Banks/Brokers,6,0.95,8.2
liquid,3m,Internet Software/Services,13,0.41,10.79
liquid,3m,Pharmaceuticals: Major,36,-1.72,1.73
liquid,3m,Specialty Stores,9,-2.05,-4.33
liquid,3m,Computer Peripherals,6,-2.88,34.84
liquid,3m,Computer Processing Hardware,10,-7.74,-3.57
liquid,3m,Restaurants,8,-8.28,-13.33
liquid,3m,Air Freight/Couriers,3,-8.61,-16.08
liquid,3m,Aerospace & Defense,17,-8.83,-7.31
liquid,3m,Semiconductors,28,-9.45,-6.88
liquid,3m,Other Metals/Minerals,12,-10.75,-8.35
liquid,3m,Data Processing Services,16,-12.11,-13.94
liquid,3m,Electronic Production Equipment,8,-13.95,-11.73
liquid,3m,Integrated Oil,3,-15.3,-12.86
liquid,3m,Other Consumer Services,3,-18.14,-15.57
liquid,3m,Finance/Rental/Leasing,8,-21.85,-20.9
liquid,3m,Electronic Equipment/Instruments,4,-22.7,-18.9
liquid,3m,Apparel/Footwear,3,-22.9,-10.52
liquid,3m,Industrial Machinery,8,-23.69,-23.61
liquid,3m,Electronic Components,5,-23.82,-19.81
liquid,3m,Apparel/Footwear Retail,3,-26.78,-25.11
liquid,3m,Oilfield Services/Equipment,5,-27.95,-24.67
liquid,3m,Electrical Products,16,-28.28,-27.29
liquid,3m,Engineering & Construction,10,-37.2,-34.77
liquid,3m,Real Estate Development,3,-39.1,-33.59
liquid,6m,Computer Peripherals,6,169.32,218.62
liquid,6m,Financial Conglomerates,6,108.16,151.72
liquid,6m,Electronic Production Equipment,8,76.4,72.86
liquid,6m,Electronics/Appliances,3,73.05,41.75
liquid,6m,Oil Refining/Marketing,7,48.94,51.86
liquid,6m,Packaged Software,75,46.29,55.87
liquid,6m,Medical/Nursing Services,7,44.63,47.77
liquid,6m,Semiconductors,28,44.63,85.12
liquid,6m,Medical Specialties,17,40.72,58.75
liquid,6m,Electronic Components,5,35.02,31.98
liquid,6m,Data Processing Services,16,31.57,41.85
liquid,6m,Computer Processing Hardware,10,29.75,44.88
liquid,6m,Information Technology Services,17,28.74,40.95
liquid,6m,Electronic Equipment/Instruments,4,25.26,34.47
liquid,6m,Miscellaneous Commercial Services,10,23.32,15.56
liquid,6m,Internet Software/Services,13,17.4,15.12
liquid,6m,Investment Banks/Brokers,6,13.77,18.61
liquid,6m,Pharmaceuticals: Major,36,12.09,33.53
liquid,6m,Industrial Machinery,8,6.76,11.57
liquid,6m,Precious Metals,8,6.6,15.5
liquid,6m,Oil & Gas Production,3,-3.02,-5.92
liquid,6m,Aerospace & Defense,17,-3.35,-3.78
liquid,6m,Investment Managers,5,-3.52,1.03
liquid,6m,Specialty Stores,9,-4.48,1.58
liquid,6m,Finance/Rental/Leasing,8,-7.9,-9.08
liquid,6m,Telecommunications Equipment,3,-9.6,8.41
liquid,6m,Oilfield Services/Equipment,5,-11.81,-14.77
liquid,6m,Other Metals/Minerals,12,-13.17,-8.21
liquid,6m,Apparel/Footwear Retail,3,-13.52,-13.62
liquid,6m,Chemicals: Agricultural,3,-13.83,-19.97
liquid,6m,Air Freight/Couriers,3,-14.85,-3.02
liquid,6m,Engineering & Construction,10,-15.19,-12.59
liquid,6m,Other Consumer Services,3,-19.29,-16.4
liquid,6m,Restaurants,8,-19.69,7.61
liquid,6m,Electrical Products,16,-22.39,-15.31
liquid,6m,Apparel/Footwear,3,-24.14,-20.62
liquid,6m,Real Estate Development,3,-24.67,-15.72
liquid,6m,Integrated Oil,3,-26.98,-38.18
