name,description,exchange,industry,close,SMA30,SMA50,ADRP,ATRP,average_volume_10d_calc,average_volume_30d_calc,dollar_volume_30d,average_dollar_volume_30d,Perf.1M,perf_1m_rank,Perf.3M,perf_3m_rank,Perf.6M,perf_6m_rank,momentum_score,atr_extension_from_50d,earnings_date,earnings_soon,tradingview_url,is_top_1m,is_top_3m,is_top_6m
NXT,Nextpower Inc.,NASDAQ,Electronic Equipment/Instruments,82.52,87.35,92.63,4.51,5.31,2376409.8,2082056.1333333333,171811272.0,181860663.0,-6.23,253,-31.23,389,-35.2,410,-24.22,-2.05,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:NXT&interval=D,False,False,False
PUMP,ProPetro Holding Corp.,NYSE,Oilfield Services/Equipment,10.03,11.23,11.49,5.12,5.72,4384582.6,3273336.433333333,32831564.0,36761750.0,-12.09,340,-30.4,386,-31.11,403,-24.53,-2.22,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NYSE:PUMP&interval=D,False,False,False
LBRT,Liberty Energy Inc.,NYSE,Oilfield Services/Equipment,18.04,20.06,20.36,4.81,5.4,3558915.9,3374459.566666667,60875251.0,67689409.0,-6.91,266,-31.46,391,-36.77,413,-25.05,-2.11,2026-10-21,False,https://www.tradingview.com/chart/?symbol=NYSE:LBRT&interval=D,False,False,False
JOBY,"Joby Aviation, Inc.",NYSE,Aerospace & Defense,6.44,7.01,7.24,4.29,4.97,27897453.0,26337419.266666666,169612980.0,184555076.0,-16.36,382,-32.07,395,-27.07,390,-25.17,-2.23,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:JOBY&interval=D,False,False,False
AMPX,"Amprius Technologies, Inc.",NYSE,Electrical Products,9.98,10.22,10.27,4.38,5.76,4443040.6,4657656.733333333,46483414.0,47598147.0,-2.92,212,-30.21,385,-42.61,424,-25.25,-0.49,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:AMPX&interval=D,False,False,False
FRMI,Fermi Inc.,NASDAQ,Real Estate Development,5.14,5.54,5.85,6.18,7.52,17887116.0,19250039.166666668,98945201.0,106587467.0,-14.48,362,-40.23,416,-22.36,372,-25.69,-1.62,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FRMI&interval=D,False,False,False
PCG,Pacific Gas & Electric Co.,NYSE,Electric Utilities,12.88,15.53,16.32,4.1,5.08,38838895.1,46842388.3,603329961.0,727634046.0,-28.68,436,-24.01,351,-26.06,386,-26.25,-4.15,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NYSE:PCG&interval=D,False,False,False
CAR,"Avis Budget Group, Inc.",NASDAQ,Finance/Rental/Leasing,107.73,133.67,141.29,5.04,5.77,496411.3,369625.93333333335,39819802.0,49406913.0,-25.16,430,-41.41,419,-12.41,328,-26.33,-4.12,2026-11-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CAR&interval=D,False,False,False
CHTR,"Charter Communications, Inc.",NASDAQ,Cable/Satellite TV,117.26,145.72,142.97,6.21,6.08,3236160.7,2871381.8666666667,336698238.0,418404366.0,-21.35,418,-11.5,290,-46.38,427,-26.41,-2.96,2026-10-30,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CHTR&interval=D,False,False,False
WING,Wingstop Inc.,NASDAQ,Restaurants,102.38,111.44,120.14,6.43,6.42,1494523.2,1231024.2,126032258.0,137189851.0,-9.53,300,-32.85,398,-36.9,414,-26.43,-2.3,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:WING&interval=D,False,False,False
RUN,Sunrun Inc.,NASDAQ,Semiconductors,8.79,9.04,9.69,4.7,5.34,7480025.1,7338741.233333333,64507535.0,66336105.0,-7.38,275,-43.25,425,-31.0,401,-27.21,-1.75,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:RUN&interval=D,False,False,False
PLNT,"Planet Fitness, Inc.",NYSE,Other Consumer Services,42.6,50.78,52.02,4.63,4.97,2682392.9,2067153.4333333333,88060736.0,104961094.0,-20.06,412,-18.39,323,-43.18,425,-27.21,-3.64,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NYSE:PLNT&interval=D,False,False,False
XE,"X-Energy, Inc.",NASDAQ,Industrial Machinery,16.36,17.99,17.52,7.39,8.97,8165855.0,6464725.033333333,105762902.0,116302558.0,-12.18,343,-21.27,339,-48.91,429,-27.45,-0.74,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:XE&interval=D,False,False,False
STUB,"StubHub Holdings, Inc.",NYSE,Internet Software/Services,5.74,6.59,7.54,5.15,6.04,7045039.4,7461221.8,42827413.0,49171939.0,-16.33,381,-51.44,434,-15.46,341,-27.74,-3.96,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NYSE:STUB&interval=D,False,False,False
BROS,Dutch Bros Inc.,NYSE,Restaurants,38.76,46.89,53.45,4.4,4.97,4768141.1,4242775.833333333,164449991.0,198956487.0,-21.47,420,-42.11,422,-22.91,373,-28.83,-5.53,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:BROS&interval=D,False,False,False
TE,T1 Energy Inc.,NYSE,Electrical Products,4.36,4.59,4.91,6.48,8.92,17023784.3,20723696.3,90355316.0,95121766.0,-1.58,200,-52.66,435,-32.92,405,-29.05,-1.26,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:TE&interval=D,False,False,False
UAMY,United States Antimony Corporation,NYSE,Other Metals/Minerals,4.8,5.12,5.37,5.65,7.19,5160381.9,7134231.066666666,34244309.0,36553422.0,-10.45,314,-31.53,393,-48.94,430,-30.3,-1.47,2026-11-18,False,https://www.tradingview.com/chart/?symbol=NYSE:UAMY&interval=D,False,False,False
AGX,"Argan, Inc.",NYSE,Engineering & Construction,371.25,454.89,505.08,5.5,6.79,504905.4,408121.6,151515144.0,185649754.0,-28.78,437,-49.1,430,-13.7,335,-30.53,-3.9,2026-12-09,False,https://www.tradingview.com/chart/?symbol=NYSE:AGX&interval=D,False,False,False
MTZ,"MasTec, Inc.",NYSE,Engineering & Construction,221.69,248.6,274.33,4.82,5.98,1607471.0,1577426.1666666667,349699607.0,392140784.0,-19.79,409,-42.06,421,-30.12,399,-30.66,-3.21,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NYSE:MTZ&interval=D,False,False,False
XENE,Xenon Pharmaceuticals Inc.,NASDAQ,Pharmaceuticals: Major,39.09,58.43,61.13,4.76,7.28,2965296.1,1432155.8,55982970.0,83687069.0,-35.33,440,-28.42,377,-29.41,396,-31.06,-4.96,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NASDAQ:XENE&interval=D,False,False,False
LASR,"nLIGHT, Inc.",NASDAQ,Semiconductors,41.2,43.7,53.48,4.12,6.24,899307.2,1234874.6,50876834.0,53963197.0,-16.16,380,-36.86,408,-40.29,422,-31.1,-3.68,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LASR&interval=D,False,False,False
PZZA,"Papa John's International, Inc.",NASDAQ,Restaurants,20.4,22.56,25.67,4.08,4.4,1755167.9,1371554.5333333334,27979712.0,30939070.0,-12.48,348,-42.68,424,-38.55,417,-31.24,-4.67,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:PZZA&interval=D,False,False,False
CAVA,"CAVA Group, Inc.",NYSE,Restaurants,52.66,62.53,63.48,4.13,5.28,4723634.2,3651890.2333333334,192308540.0,228362435.0,-27.19,434,-32.1,396,-34.93,409,-31.41,-3.23,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NYSE:CAVA&interval=D,False,False,False
FTFT,Future FinTech Group Inc.,NASDAQ,Finance/Rental/Leasing,4.02,3.31,3.81,36.3,33.17,30438285.0,10805780.416666666,43439237.0,35764324.0,46.72,7,-61.92,439,-79.74,445,-31.65,0.17,,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FTFT&interval=D,True,False,False
CAPR,"Capricor Therapeutics, Inc.",NASDAQ,Pharmaceuticals: Major,9.34,8.14,9.76,6.71,9.95,2732311.7,8721823.533333333,81461832.0,71002912.0,37.15,13,-68.74,444,-68.27,442,-33.29,-0.44,2026-11-17,False,https://www.tradingview.com/chart/?symbol=NASDAQ:CAPR&interval=D,True,False,False
IONS,"Ionis Pharmaceuticals, Inc.",NASDAQ,Pharmaceuticals: Major,45.75,56.03,55.49,5.34,5.13,4922275.3,3386162.1,154916916.0,189716504.0,-23.29,425,-40.12,415,-36.68,412,-33.36,-3.42,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:IONS&interval=D,False,False,False
LCID,"Lucid Group, Inc.",NASDAQ,Motor Vehicles,4.32,5.01,5.79,6.13,8.23,12814532.299999977,11127406.000000007,48070394.0,55764995.0,-23.54,426,-17.71,317,-58.9,439,-33.38,-3.08,2026-11-10,False,https://www.tradingview.com/chart/?symbol=NASDAQ:LCID&interval=D,False,False,False
OPEN,Opendoor Technologies Inc,NASDAQ,Real Estate Development,2.76,3.16,3.51,4.64,6.21,35943674.2,36371798.86666667,100386165.0,114947008.0,-21.37,419,-34.29,402,-44.91,426,-33.52,-3.44,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NASDAQ:OPEN&interval=D,False,False,False
INIO,INNIO N.V.,NASDAQ,Electrical Products,19.51,22.21,24.1,6.66,8.48,6308591.6,4464719.533333333,87106678.0,99151003.0,-15.61,375,-49.05,429,-37.06,415,-33.91,-2.25,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:INIO&interval=D,False,False,False
RARE,Ultragenyx Pharmaceutical Inc.,NASDAQ,Pharmaceuticals: Major,15.62,21.02,23.51,5.8,9.17,6727058.0,5021427.533333333,78409591.0,105552917.0,-39.38,444,-46.19,427,-20.7,367,-35.42,-3.66,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:RARE&interval=D,False,False,False
UTI,Universal Technical Institute Inc,NYSE,Miscellaneous Commercial Services,20.41,22.27,28.62,5.87,7.09,2129421.0,1874461.6666666667,38257763.0,41745511.0,-10.87,324,-48.41,428,-48.15,428,-35.81,-4.05,2026-11-25,False,https://www.tradingview.com/chart/?symbol=NYSE:UTI&interval=D,False,False,False
FRVO,Fervo Energy Company,NASDAQ,Alternative Power Generation,16.44,17.29,19.87,7.59,9.41,5056246.3,6409996.166666667,105380337.0,110801057.0,-3.29,219,-50.18,432,-54.33,434,-35.94,-1.83,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FRVO&interval=D,False,False,False
YSS,York Space Systems Inc.,NYSE,Aerospace & Defense,9.91,9.24,11.99,6.94,8.97,5355966.1,4053765.466666667,40172816.0,37470305.0,7.02,124,-65.3,441,-54.56,436,-37.61,-1.93,2026-12-02,False,https://www.tradingview.com/chart/?symbol=NYSE:YSS&interval=D,False,False,False
RCAT,"Red Cat Holdings, Inc.",NASDAQ,Packaged Software,6.94,8.74,8.5,6.37,7.88,10729107.3,8598700.666666666,59674983.0,75177007.0,-27.71,435,-31.29,390,-55.46,437,-38.15,-2.33,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:RCAT&interval=D,False,False,False
PL,Planet Labs PBC,NYSE,Packaged Software,16.91,19.91,20.82,6.23,6.48,10169681.9,9291116.033333333,157112772.0,184970635.0,-24.68,428,-39.76,414,-51.64,432,-38.69,-2.9,2026-12-14,False,https://www.tradingview.com/chart/?symbol=NYSE:PL&interval=D,False,False,False
BW,"Babcock & Wilcox Enterprises, Inc.",NYSE,Electronic Equipment/Instruments,7.34,7.92,8.67,5.83,8.43,4312391.4,5440094.033333333,39930290.0,43058344.0,-14.25,360,-53.6,437,-51.55,431,-39.8,-1.82,2026-11-11,False,https://www.tradingview.com/chart/?symbol=NYSE:BW&interval=D,False,False,False
HTZ,"Hertz Global Holdings, Inc",NASDAQ,Finance/Rental/Leasing,1.85,2.14,2.01,5.98,7.96,12885791.0,25754188.8,47645249.0,55079625.0,-11.06,327,-53.28,436,-57.37,438,-40.57,-1.0,2026-10-22,False,https://www.tradingview.com/chart/?symbol=NASDAQ:HTZ&interval=D,False,False,False
KRMN,Karman Holdings Inc.,NYSE,Aerospace & Defense,33.5,45.75,47.46,7.16,8.25,4924585.6,3215668.9,107724908.0,147102918.0,-38.64,442,-27.06,369,-66.76,440,-44.16,-3.57,2026-11-05,False,https://www.tradingview.com/chart/?symbol=NYSE:KRMN&interval=D,False,False,False
SOC,Sable Offshore Corp.,NYSE,Integrated Oil,4.31,4.64,4.59,7.6,8.67,8161004.6,9181348.533333333,39571612.0,42573913.0,-15.16,369,-49.77,431,-76.04,444,-46.99,-0.7,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NYSE:SOC&interval=D,False,False,False
FLNC,"Fluence Energy, Inc.",NASDAQ,Electrical Products,7.27,10.6,11.97,6.94,10.37,10422637.9,7317048.933333334,53194946.0,77526572.0,-35.89,441,-66.09,442,-54.39,435,-52.12,-3.78,2026-11-30,False,https://www.tradingview.com/chart/?symbol=NASDAQ:FLNC&interval=D,False,False,False
ALHC,"Alignment Healthcare, Inc.",NASDAQ,Managed Health Care,7.99,12.42,14.61,10.3,10.79,14904975.0,7758727.033333333,61992229.0,96393132.0,-38.87,443,-63.5,440,-54.29,433,-52.22,-4.2,2026-10-29,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ALHC&interval=D,False,False,False
EYPT,"EyePoint, Inc.",NASDAQ,Pharmaceuticals: Major,4.07,5.79,8.57,8.23,13.83,4398645.399999996,6171309.133333334,25117228.0,35758622.0,-25.66,431,-71.7,445,-68.64,443,-55.33,-3.79,2026-11-04,False,https://www.tradingview.com/chart/?symbol=NASDAQ:EYPT&interval=D,False,False,False
ALMS,Alumis Inc.,NASDAQ,Pharmaceuticals: Major,8.11,16.63,21.1,9.0,15.91,3974486.1,3565108.6333333333,28913031.0,59293698.0,-64.71,445,-66.69,443,-67.19,441,-66.2,-3.87,2026-11-12,False,https://www.tradingview.com/chart/?symbol=NASDAQ:ALMS&interval=D,False,False,False
