industry,rank,ticker,1w,1m,3m,6m
Food Distribution,11,TWG,-21.03,-55.8,-87.91,-92.73
Medical Devices,1,AEMD,376.22,157.95,11.64,-36.94
Medical Devices,2,MYO,27.13,17.99,38.98,135.29
Medical Devices,3,BFLY,26.72,2.79,18.4,116.98
Medical Devices,4,HSCS,19.26,63.77,71.86,86.01
Medical Devices,5,BJDX,19.24,7.62,-67.6,-50.57
Medical Devices,6,XTNT,17.19,16.17,-12.79,-33.04
Medical Devices,7,CODX,16.92,-9.84,-69.19,-51.54
Medical Devices,8,CTKB,15.21,27.93,32.71,22.68
Medical Devices,9,PFSA,15.17,-55.24,-84.23,-96.15
Medical Devices,10,OWLT,14.76,2.56,-6.96,-0.57
Medical Devices,11,CLPT,11.72,-1.32,-16.74,58.92
Medical Devices,12,SNWV,11.49,-0.32,-45.1,-76.68
Medical Devices,13,MASS,10.28,0.18,21.96,74.48
Medical Devices,14,TELA,10.17,98.78,73.31,70.76
Medical Devices,15,SENS,10.1,6.34,75.0,49.77
Medical Devices,16,BMRA,9.92,55.06,48.86,20.6
Medical Devices,17,ALMR,9.39,-1.71,34.87,
Medical Devices,18,IVF,9.27,-0.97,-22.73,-69.55
Medical Devices,19,QTRX,8.59,12.86,-16.4,-17.28
Medical Devices,20,NEOG,8.13,16.98,47.82,48.96
Beverages - Non-Alcoholic,1,BNKK,11.72,21.19,-8.33,-39.92
Beverages - Non-Alcoholic,2,AKO-B,4.05,-0.65,4.06,17.81
Beverages - Non-Alcoholic,3,CELH,3.29,-16.7,2.31,-21.23
Beverages - Non-Alcoholic,4,COCO,2.86,-8.49,-29.97,5.98
Beverages - Non-Alcoholic,5,KO,0.25,-4.24,9.29,17.97
Beverages - Non-Alcoholic,6,AKO-A,0.0,-4.88,2.36,2.68
Beverages - Non-Alcoholic,7,KDP,-0.13,-2.31,1.15,21.18
Beverages - Non-Alcoholic,8,BUDA,-1.31,-13.71,-7.36,-20.27
Beverages - Non-Alcoholic,9,MNST,-1.48,-10.24,-7.27,20.3
Beverages - Non-Alcoholic,10,KOF,-1.57,-3.74,5.62,17.33
Beverages - Non-Alcoholic,11,CCEP,-2.96,-9.47,0.9,8.07
Beverages - Non-Alcoholic,12,ZVIA,-3.01,-7.86,-12.84,4.88
Beverages - Non-Alcoholic,13,PEP,-3.1,-10.02,-8.5,-13.55
Beverages - Non-Alcoholic,14,FIZZ,-4.75,-7.32,0.95,0.59
Beverages - Non-Alcoholic,15,COKE,-5.63,-2.65,5.6,1.1
Beverages - Non-Alcoholic,16,PRMB,-6.62,-14.21,-19.22,6.7
Beverages - Non-Alcoholic,17,BRFH,-7.14,-19.38,-49.76,-61.62
Beverages - Non-Alcoholic,18,SUJA,-11.32,-10.83,-18.32,
Beverages - Non-Alcoholic,19,REED,-21.36,-40.25,-44.23,-85.77
REIT - Retail,1,WHLR,57.86,-58.61,-98.76,-99.79
REIT - Retail,2,SITC,2.06,-3.26,-18.75,-28.36
REIT - Retail,3,MAC,1.12,-6.94,-10.78,22.21
REIT - Retail,4,NTST,0.66,-11.68,-9.86,-3.37
REIT - Retail,5,ALX,0.64,-8.04,-6.76,2.57
REIT - Retail,6,SPG,0.6,-7.51,-8.1,14.52
REIT - Retail,7,EPRT,0.3,-13.27,-11.7,-13.6
REIT - Retail,8,CBL,0.0,-4.76,4.06,44.03
REIT - Retail,9,REG,-0.72,-5.16,-8.94,-2.48
REIT - Retail,10,NNN,-0.77,-10.81,-11.14,-2.43
REIT - Retail,11,BRX,-1.22,-6.56,-13.49,-3.76
REIT - Retail,12,UE,-1.25,-8.43,-14.85,-2.22
REIT - Retail,13,AKR,-1.55,-10.45,-12.5,-0.36
REIT - Retail,14,IVT,-1.56,-7.56,-14.44,-0.95
REIT - Retail,15,KIM,-1.68,-8.3,-12.63,-1.55
REIT - Retail,16,BFS,-1.78,-12.74,-19.64,-8.93
REIT - Retail,17,SKT,-1.79,-9.81,-13.34,3.17
REIT - Retail,18,CURB,-1.85,-5.44,-9.97,9.27
REIT - Retail,19,ADC,-2.01,-10.0,-10.89,-10.79
REIT - Retail,20,O,-2.69,-11.97,-10.29,-8.02
Recreational Vehicles,1,VEEE,48.6,21.37,150.59,0.12
Recreational Vehicles,2,LVWR,14.29,7.09,34.65,3.03
Recreational Vehicles,3,THO,3.69,-8.95,-4.21,-12.95
Recreational Vehicles,4,VMAR,2.9,5.34,-61.94,-96.37
Recreational Vehicles,5,MCFT,2.35,-21.63,-21.4,-9.22
Recreational Vehicles,6,WGO,1.14,-14.65,0.59,-21.81
Recreational Vehicles,7,MAMO,0.64,-0.84,-2.39,-6.34
Recreational Vehicles,8,MBUU,-0.51,-21.24,-15.26,-13.65
Recreational Vehicles,9,PATK,-1.75,-18.73,-23.37,-38.28
Recreational Vehicles,10,BC,-2.2,-18.49,-21.94,-10.26
Recreational Vehicles,11,LCII,-2.39,-18.64,-9.68,-30.86
Recreational Vehicles,12,DOO,-2.42,-10.87,-8.23,-12.41
Recreational Vehicles,13,EZGO,-2.71,-16.33,-40.49,-99.54
Recreational Vehicles,14,HOG,-3.2,-8.17,1.68,39.6
Recreational Vehicles,15,EMPD,-3.4,4.74,-12.97,-30.74
Recreational Vehicles,16,PII,-4.23,-17.72,-25.35,-6.58
Recreational Vehicles,17,KNDI,-5.28,-14.66,-10.81,-36.44
Insurance - Life,1,BHF,6.56,0.17,-17.59,-13.72
Insurance - Life,2,AAME,2.96,6.92,-18.24,-42.08
Insurance - Life,3,PRU,0.47,-4.14,10.66,24.04
Insurance - Life,4,CIA,0.0,-10.41,-39.76,-22.08
Insurance - Life,5,MET,-0.03,1.03,14.89,39.08
Insurance - Life,6,MFC,-0.23,1.82,9.82,26.63
Insurance - Life,7,UNM,-0.38,5.55,6.55,27.93
Insurance - Life,8,SNFCA,-0.58,-2.05,-6.21,-2.05
Insurance - Life,9,AFL,-1.35,-2.51,-2.14,8.5
Insurance - Life,10,GL,-2.45,-2.53,-3.92,21.77
Insurance - Life,11,CNO,-2.75,-0.41,3.61,32.96
Insurance - Life,12,LNC,-3.23,-3.07,13.39,16.97
Insurance - Life,13,PUK,-3.81,-11.37,-3.73,-12.53
Insurance - Life,14,GNW,-4.56,-2.63,3.66,19.04
Insurance - Life,15,JXN,-5.38,-1.96,21.38,21.81
Insurance - Life,16,PRI,-5.89,-8.42,-2.42,9.49
Insurance - Life,17,FG,-5.9,-6.19,-17.97,-10.67
Insurance - Life,18,ABX,-15.09,-18.63,-15.91,-12.33
Oil & Gas Midstream,1,LNG,2.19,-2.56,18.52,-7.12
Oil & Gas Midstream,2,KMI,2.08,1.19,-3.74,-7.54
Oil & Gas Midstream,3,MPLX,1.52,0.6,4.59,-0.61
Oil & Gas Midstream,4,RBNE,1.28,-7.78,-76.42,-92.51
Oil & Gas Midstream,5,AM,1.04,-3.43,-3.48,-8.16
Oil & Gas Midstream,6,DTM,0.67,0.07,-14.45,-8.67
Oil & Gas Midstream,7,WMB,0.3,0.2,-6.27,-4.5
Oil & Gas Midstream,8,TRGP,-0.62,-3.82,6.27,15.0
Oil & Gas Midstream,9,SBR,-0.65,-0.58,0.91,-2.89
Oil & Gas Midstream,10,GLNG,-0.83,-2.86,0.22,-8.38
Oil & Gas Midstream,11,ENB,-1.05,-4.45,-13.46,-12.11
Oil & Gas Midstream,12,EPD,-1.37,-2.06,4.1,-2.14
Oil & Gas Midstream,13,TMDE,-1.44,-5.38,-0.55,-45.3
Oil & Gas Midstream,14,TRP,-1.65,-3.0,-13.21,-6.04
Oil & Gas Midstream,15,KNTK,-1.71,-3.25,9.91,13.15
Oil & Gas Midstream,16,HESM,-2.02,-0.62,4.02,-3.44
Oil & Gas Midstream,17,CQP,-2.19,-5.53,12.75,-8.26
Oil & Gas Midstream,18,OKE,-2.33,-2.67,3.7,-0.44
Oil & Gas Midstream,19,NGL,-2.39,-2.39,1.59,17.29
Oil & Gas Midstream,20,MMLP,-2.41,-4.93,-3.27,-14.14
Medical Care Facilities,1,SGRY,4.52,4.37,-4.34,21.33
Medical Care Facilities,2,STLN,4.44,11.26,29.9,117.89
Medical Care Facilities,3,SRTA,3.07,-9.88,-2.36,24.97
Medical Care Facilities,4,AIRS,2.61,-18.18,-52.48,-23.4
Medical Care Facilities,5,AMS,2.11,1.4,2.84,-23.68
Medical Care Facilities,6,HCA,1.41,1.69,12.56,-10.14
Medical Care Facilities,7,ACHC,1.24,-0.73,14.22,25.65
Medical Care Facilities,8,CYH,1.01,0.0,-4.75,3.08
Medical Care Facilities,9,UHS,0.1,2.83,24.74,-2.44
Medical Care Facilities,10,NHC,-0.22,-1.54,10.88,38.82
Medical Care Facilities,11,BMGL,-0.24,-14.79,-41.82,-46.74
Medical Care Facilities,12,CMPS,-0.36,-3.17,9.3,163.41
Medical Care Facilities,13,ARDT,-0.75,-5.42,13.19,23.86
Medical Care Facilities,14,PARK,-0.84,-2.71,16.65,25.89
Medical Care Facilities,15,USPH,-0.89,6.81,24.83,10.64
Medical Care Facilities,16,MD,-1.03,-2.78,6.77,24.63
Medical Care Facilities,17,ENSG,-1.34,-2.18,6.94,-13.53
Medical Care Facilities,18,EHC,-1.37,1.07,19.52,25.36
Medical Care Facilities,19,AUNA,-1.53,-3.01,4.46,-11.51
Medical Care Facilities,20,CCM,-1.79,-22.69,-18.43,5.48
Confectioners,1,TR,0.03,-8.37,0.08,-8.75
Confectioners,2,RMCF,0.0,-27.35,-43.33,-62.72
Confectioners,3,HSY,-1.37,-11.31,-7.97,-21.72
Confectioners,4,MDLZ,-1.48,-5.04,-0.49,7.45
Confectioners,5,SOWG,-12.59,-19.48,-3.85,-69.31
Oil & Gas Integrated,1,SLNG,6.29,-7.42,19.36,14.91
Oil & Gas Integrated,2,PBR-A,1.75,14.61,30.39,7.08
Oil & Gas Integrated,3,PBR,1.1,13.66,28.51,8.36
Oil & Gas Integrated,4,TTE,0.91,2.6,16.5,3.24
Oil & Gas Integrated,5,SHEL,-0.3,2.59,22.79,4.71
Oil & Gas Integrated,6,E,-0.85,-0.71,16.12,4.7
Oil & Gas Integrated,7,XOM,-1.28,-1.72,17.77,-2.51
Oil & Gas Integrated,8,YPF,-1.32,5.17,18.22,26.72
Oil & Gas Integrated,9,SU,-1.41,0.91,24.83,6.04
Oil & Gas Integrated,10,DEC,-1.91,-6.34,8.77,-16.43
Oil & Gas Integrated,11,BP,-1.96,1.71,17.51,-0.67
Oil & Gas Integrated,12,NFG,-2.17,-4.67,2.58,-17.06
Oil & Gas Integrated,13,CVX,-2.85,1.19,19.87,-0.62
Oil & Gas Integrated,14,EQNR,-2.94,1.25,35.76,7.38
Oil & Gas Integrated,15,IMO,-4.26,-8.91,10.89,-3.43
Oil & Gas Integrated,16,EC,-4.41,-3.69,14.39,14.55
Oil & Gas Integrated,17,CVE,-4.43,-3.39,25.88,22.17
Oil & Gas Integrated,18,TGS,-5.68,-3.89,-6.9,-19.36
Oil & Gas Integrated,19,VIVK,-12.58,-46.58,-93.7,-98.19
Oil & Gas Integrated,20,SKYQ,-14.48,-5.22,-3.05,-1.17
Building Materials,1,CAPS,19.88,8.32,-21.89,-71.07
Building Materials,2,VMC,0.04,-11.43,-20.47,-8.36
Building Materials,3,JHX,0.04,-11.09,3.99,38.69
Building Materials,4,EXP,-0.61,-12.69,-23.67,-2.46
Building Materials,5,MLM,-1.27,-8.0,-20.46,-14.88
Building Materials,6,AMRZ,-1.3,-16.11,-30.33,-30.63
Building Materials,7,LOMA,-1.46,-1.87,-17.31,-13.76
Building Materials,8,CRH,-1.7,-11.02,-23.92,-19.99
Building Materials,9,TTAM,-2.32,-10.54,-28.08,-9.79
Building Materials,10,CPAC,-2.38,3.88,2.67,20.69
Building Materials,11,SMID,-2.54,-12.11,-18.65,-18.48
Building Materials,12,CX,-3.94,-11.51,-18.8,-10.05
Building Materials,13,USLM,-4.14,-9.5,2.08,-11.27
Building Materials,14,TGLS,-4.47,-13.24,-22.22,-13.8
Building Materials,15,RMIX,-5.21,-27.22,-39.03,10.89
Building Materials,16,KNF,-7.53,-19.21,-43.36,-40.04
Building Materials,17,RETO,-91.38,-90.39,-94.02,-94.77
"Furnishings, Fixtures & Appliances",1,HBB,12.53,3.35,71.36,99.31
"Furnishings, Fixtures & Appliances",2,MWYN,9.45,0.95,-3.64,39.97
"Furnishings, Fixtures & Appliances",3,MBC,8.58,-22.64,-22.81,-14.57
"Furnishings, Fixtures & Appliances",4,VIRC,6.48,9.68,-2.67,8.42
"Furnishings, Fixtures & Appliances",5,LCUT,4.85,-8.76,4.22,67.96
"Furnishings, Fixtures & Appliances",6,FLXS,4.51,5.74,25.63,85.93
"Furnishings, Fixtures & Appliances",7,VIOT,3.17,88.13,52.55,1.81
"Furnishings, Fixtures & Appliances",8,HOFT,2.22,-5.99,-21.76,13.34
"Furnishings, Fixtures & Appliances",9,HNI,2.06,-3.79,26.33,29.31
"Furnishings, Fixtures & Appliances",10,PRPL,1.98,-51.96,-73.5,-85.04
"Furnishings, Fixtures & Appliances",11,WHR,1.57,-17.94,-13.02,-38.84
"Furnishings, Fixtures & Appliances",12,CRWS,1.57,-13.09,-9.44,-5.13
"Furnishings, Fixtures & Appliances",13,EFOI,1.53,-11.07,-11.07,38.74
"Furnishings, Fixtures & Appliances",14,TILE,0.81,-8.7,2.04,36.22
"Furnishings, Fixtures & Appliances",15,BSET,0.8,-6.83,5.9,21.97
"Furnishings, Fixtures & Appliances",16,LZB,-0.56,-6.57,-28.29,-7.72
"Furnishings, Fixtures & Appliances",17,XMAX,-0.8,-3.54,4.44,21.31
"Furnishings, Fixtures & Appliances",18,LOVE,-0.96,-8.58,-9.61,26.22
"Furnishings, Fixtures & Appliances",19,COOK,-1.05,-13.83,-38.62,78.71
"Furnishings, Fixtures & Appliances",20,SN,-1.28,-7.92,20.19,55.36
Home Improvement Retail,1,FND,3.09,-13.63,-16.77,-7.84
Home Improvement Retail,2,LIVE,1.67,-15.91,-23.46,-36.66
Home Improvement Retail,3,HVT,0.77,-0.29,8.14,32.91
Home Improvement Retail,4,LOW,-1.41,-11.81,-13.59,-18.37
Home Improvement Retail,5,HD,-1.9,-12.06,-13.46,-10.33
REIT - Mortgage,1,AGNC,0.3,-9.74,-5.53,-0.3
REIT - Mortgage,2,IVR,0.0,-13.64,-17.39,-17.07
REIT - Mortgage,3,LOAN,-0.51,-3.94,-12.56,-9.3
REIT - Mortgage,4,RITM,-0.63,-8.1,1.95,3.06
REIT - Mortgage,5,NLY,-0.89,-9.51,-5.69,-0.19
REIT - Mortgage,6,NREF,-1.13,-10.12,4.77,20.32
REIT - Mortgage,7,CIM,-1.29,-7.49,-20.49,-15.09
REIT - Mortgage,8,ARR,-1.42,-10.87,-13.86,-8.69
REIT - Mortgage,9,SEVN,-1.49,-6.57,-14.1,-12.12
REIT - Mortgage,10,MFA,-1.54,-6.94,-13.42,-13.96
REIT - Mortgage,11,SUNS,-1.61,-3.42,-14.04,-11.55
REIT - Mortgage,12,EFC,-1.66,-8.88,-9.08,7.82
REIT - Mortgage,13,PMT,-1.69,-6.03,-16.54,-22.81
REIT - Mortgage,14,CHMI,-1.78,-5.8,15.0,-0.72
REIT - Mortgage,15,ORC,-1.82,-12.0,-12.78,-14.53
REIT - Mortgage,16,STWD,-1.87,-9.76,-11.5,-15.37
REIT - Mortgage,17,MITT,-2.21,-8.02,-23.39,-16.58
REIT - Mortgage,18,ACRE,-2.54,-10.78,-5.59,-10.78
REIT - Mortgage,19,GPMT,-2.69,-23.21,-37.54,-41.87
REIT - Mortgage,20,REFI,-2.91,-0.93,-2.46,-10.99
REIT - Healthcare Facilities,1,MPT,5.9,-12.86,-19.33,-21.79
REIT - Healthcare Facilities,2,DHC,2.39,1.63,-13.14,21.16
REIT - Healthcare Facilities,3,DOC,0.64,-5.32,-1.63,22.63
REIT - Healthcare Facilities,4,NHP,0.37,-2.59,12.91,
REIT - Healthcare Facilities,5,XRN,-0.17,-4.69,-1.79,6.66
REIT - Healthcare Facilities,6,STRW,-0.51,-2.23,2.95,13.14
REIT - Healthcare Facilities,7,LTC,-1.25,5.24,11.74,13.9
REIT - Healthcare Facilities,8,NHI,-1.41,-8.03,-10.65,-18.6
REIT - Healthcare Facilities,9,OHI,-1.58,-0.9,-2.55,3.22
REIT - Healthcare Facilities,10,VTR,-1.78,-7.31,0.08,5.43
REIT - Healthcare Facilities,11,WELL,-1.97,-4.22,3.81,16.92
REIT - Healthcare Facilities,12,SBRA,-1.99,-3.81,3.14,-0.2
REIT - Healthcare Facilities,13,CTRE,-2.13,-6.25,-5.66,0.08
REIT - Healthcare Facilities,14,CHCT,-2.66,-5.68,-20.85,-10.08
REIT - Healthcare Facilities,15,AHR,-2.71,-7.99,3.19,7.15
REIT - Healthcare Facilities,16,HR,-2.92,-7.04,-12.05,3.22
REIT - Healthcare Facilities,17,UHT,-5.91,-8.22,-7.85,-4.22
Security & Protection Services,1,VRME,71.0,58.69,86.11,33.41
Security & Protection Services,2,IVDA,11.67,-4.26,-27.06,6.86
Security & Protection Services,3,MG,8.16,9.63,11.03,40.44
Security & Protection Services,4,GFAI,4.34,-15.3,-14.72,-30.04
Security & Protection Services,5,MSA,1.68,-3.21,10.62,4.49
Security & Protection Services,6,ALLE,0.84,-5.25,14.99,5.74
Security & Protection Services,7,CIGL,0.19,1.45,-8.84,-78.96
Security & Protection Services,8,NL,-0.14,7.93,17.23,20.28
Security & Protection Services,9,BRC,-0.92,-11.19,-4.36,0.2
Security & Protection Services,10,NSSC,-1.02,-4.34,-3.9,-15.86
Security & Protection Services,11,SNT,-1.44,-14.58,-24.63,-48.23
Security & Protection Services,12,CIX,-1.68,13.68,33.21,57.09
Security & Protection Services,13,SPCB,-1.84,-11.29,-10.46,13.63
Security & Protection Services,14,GEO,-2.58,-4.85,4.22,80.76
Security & Protection Services,15,BKYI,-2.73,-16.16,-47.58,-56.88
Security & Protection Services,16,SUGP,-3.17,-64.22,-89.68,-98.08
Security & Protection Services,17,BCO,-3.19,-6.93,9.06,4.16
Security & Protection Services,18,EVLV,-3.27,-7.05,-11.11,-14.39
Security & Protection Services,19,CXW,-7.59,-4.61,8.32,61.89
Security & Protection Services,20,DETX,-7.96,-44.81,-48.75,-65.36
Metal Fabrication,1,OLOX,15.79,-59.25,-83.93,-92.34
Metal Fabrication,2,PRLB,7.08,16.08,11.65,49.52
Metal Fabrication,3,AP,3.82,-1.17,-14.26,13.94
Metal Fabrication,4,TG,1.74,-12.05,-13.78,-8.96
Metal Fabrication,5,WOR,1.46,5.12,4.19,15.07
Metal Fabrication,6,ESAB,1.28,-15.04,-30.48,-29.47
Metal Fabrication,7,GPGI,1.01,-7.81,-15.45,-34.64
Metal Fabrication,8,MEC,0.75,-17.53,-49.26,-2.24
Metal Fabrication,9,MLI,-0.35,-4.92,-9.39,8.6
Metal Fabrication,10,HIHO,-0.53,3.12,16.87,14.86
Metal Fabrication,11,TPCS,-0.56,-8.32,37.4,55.59
Metal Fabrication,12,CMC,-1.76,-0.32,-9.29,1.33
Metal Fabrication,13,RYZ,-1.86,-1.73,-14.3,12.06
Metal Fabrication,14,TRSG,-2.38,-2.78,-14.62,18.64
Metal Fabrication,15,IIIN,-2.38,-2.35,-1.5,-11.37
Metal Fabrication,16,ATI,-2.88,-12.22,-6.79,23.12
Metal Fabrication,17,CRS,-4.07,-17.2,-32.0,-1.11
Metal Fabrication,18,MTEN,-4.72,1.0,-43.26,-26.28
REIT - Office,1,OPI,8.51,-5.28,-7.03,
REIT - Office,2,FSP,3.03,-26.57,-36.57,-43.89
REIT - Office,3,HPP,2.36,-20.53,-18.71,104.37
REIT - Office,4,ONL,2.06,-14.78,-10.14,25.25
REIT - Office,5,CUZ,-0.07,-5.86,-1.53,28.76
REIT - Office,6,BDN,-0.34,-8.49,-6.73,8.18
REIT - Office,7,KRC,-1.1,-7.7,-7.8,18.9
REIT - Office,8,CDP,-1.6,-9.85,-3.43,7.21
REIT - Office,9,ESBA,-1.69,-10.55,-18.92,-17.11
REIT - Office,10,VNO,-1.9,-12.12,-10.06,30.78
REIT - Office,11,PDM,-2.03,-6.73,3.27,38.43
REIT - Office,12,DEA,-2.53,-9.05,-5.97,4.56
REIT - Office,13,PSTL,-2.54,1.69,-0.85,26.9
REIT - Office,14,BXP,-2.62,-10.9,-2.78,17.88
REIT - Office,15,ARE,-3.1,-4.03,1.21,9.46
REIT - Office,16,HIW,-3.29,-6.55,2.7,40.98
REIT - Office,17,SLG,-3.42,-14.67,0.73,31.77
REIT - Office,18,NLOP,-4.39,-11.19,-8.9,-8.48
REIT - Office,19,DEI,-4.54,-17.24,-13.93,5.78
REIT - Office,20,CMCT,-13.87,-54.44,-37.0,-74.86
Medical Distribution,1,COSM,48.5,96.81,95.48,20.87
Medical Distribution,2,FOCL,16.46,13.4,-6.6,21.23
Medical Distribution,3,SNYR,9.96,-10.31,-56.28,-92.26
Medical Distribution,4,YI,9.76,5.1,-7.48,-41.62
Medical Distribution,5,AHG,3.33,-18.36,-42.97,-66.08
Medical Distribution,6,HKPD,0.25,-67.96,-69.44,-81.94
Medical Distribution,7,MCK,-0.77,0.77,14.87,-0.16
Medical Distribution,8,COR,-1.95,-3.55,9.78,-4.58
Medical Distribution,9,HSIC,-1.98,-4.98,2.69,14.9
Medical Distribution,10,CAH,-4.85,-4.78,-5.04,6.78
Medical Distribution,11,ACH,-29.9,-35.34,-76.56,-62.68
Medical Distribution,12,MEDS,-36.9,194.62,35.82,-34.19
Information Technology Services,1,DAIC,65.67,92.49,76.19,-28.73
Information Technology Services,2,INOD,29.92,26.01,-11.72,62.51
Information Technology Services,3,JFU,17.95,2.99,0.0,-12.66
Information Technology Services,4,KEEL,17.94,23.38,-34.48,81.45
Information Technology Services,5,VNET,14.38,6.96,-15.09,-21.45
Information Technology Services,6,SAIH,12.52,23.92,149.08,260.48
Information Technology Services,7,PENG,11.69,6.31,-16.75,202.7
Information Technology Services,8,APLD,11.64,1.26,-35.14,1.64
Information Technology Services,9,TSSI,11.14,10.74,-22.67,-28.51
Information Technology Services,10,PONY,10.84,-3.9,0.69,-35.12
Information Technology Services,11,SHAZ,10.57,-1.11,-31.02,140.74
Information Technology Services,12,WYFI,10.37,-8.33,-50.79,34.72
Information Technology Services,13,CHRN,9.97,-9.13,-7.32,95.33
Information Technology Services,14,CIFR,9.75,19.47,-30.02,23.32
Information Technology Services,15,GDS,9.02,4.28,5.92,-23.85
Information Technology Services,16,TDTH,8.72,-1.58,19.87,-71.91
Information Technology Services,17,HKIT,8.59,-5.12,-58.52,-98.97
Information Technology Services,18,NABL,7.79,15.28,27.69,-13.0
Information Technology Services,19,QXL,6.59,16.77,-9.24,182.05
