industry,rank,ticker,1w,1m,3m,6m
Semiconductor Equipment & Materials,1,COHU,26.28,25.69,1.29,102.26
Semiconductor Equipment & Materials,2,FORM,25.22,21.65,-7.18,24.38
Semiconductor Equipment & Materials,3,ACMR,24.45,4.3,-20.6,75.68
Semiconductor Equipment & Materials,4,UCTT,16.17,6.2,-28.71,18.42
Semiconductor Equipment & Materials,5,ENTG,15.92,9.17,-11.97,24.05
Semiconductor Equipment & Materials,6,ONTO,15.87,-0.21,-12.39,28.64
Semiconductor Equipment & Materials,7,AEHR,15.58,0.99,2.29,148.48
Semiconductor Equipment & Materials,8,AMKR,15.21,11.32,-35.57,6.09
Semiconductor Equipment & Materials,9,KLIC,14.2,8.79,-26.31,33.52
Semiconductor Equipment & Materials,10,AMAT,14.2,-2.03,-19.46,26.84
Semiconductor Equipment & Materials,11,ACLS,14.15,-4.1,-29.89,25.47
Semiconductor Equipment & Materials,12,LRCX,14.13,-0.93,-18.01,28.66
Semiconductor Equipment & Materials,13,TER,14.07,6.64,-8.91,21.55
Semiconductor Equipment & Materials,14,ICHR,13.57,2.62,-34.66,14.17
Semiconductor Equipment & Materials,15,AXTI,13.5,11.59,4.05,6.63
Semiconductor Equipment & Materials,16,TRT,13.48,13.48,-8.33,89.57
Semiconductor Equipment & Materials,17,KLAC,12.25,3.46,-21.88,19.95
Semiconductor Equipment & Materials,18,VECO,11.89,-1.8,-35.47,33.53
Semiconductor Equipment & Materials,19,ASYS,11.41,10.21,-20.99,34.41
Semiconductor Equipment & Materials,20,ATOM,11.37,-4.65,-41.84,-10.58
Computer Hardware,1,CAN,26.94,7.33,20.41,-11.09
Computer Hardware,2,AGMH,23.95,-25.57,-24.86,-21.85
Computer Hardware,3,SNDK,19.51,21.66,-5.11,158.59
Computer Hardware,4,STX,17.96,16.26,-6.99,117.4
Computer Hardware,5,IONQ,15.47,3.6,-20.63,30.09
Computer Hardware,6,QUBT,14.0,10.68,-5.98,22.42
Computer Hardware,7,WDC,13.6,8.8,-26.43,57.35
Computer Hardware,8,VTIX,13.49,-9.6,-63.9,-84.85
Computer Hardware,9,SMCI,12.46,17.83,27.7,86.41
Computer Hardware,10,P,12.33,9.17,50.62,68.3
Computer Hardware,11,DDD,11.78,12.5,16.61,69.57
Computer Hardware,12,IQMX,10.29,-1.44,-5.07,-2.46
Computer Hardware,13,VELO,9.81,-12.03,-39.22,-18.86
Computer Hardware,14,QMCO,8.98,20.45,93.52,408.22
Computer Hardware,15,RGTI,8.22,-2.23,-18.05,2.6
Computer Hardware,16,OSS,7.75,-16.85,-43.02,1.55
Computer Hardware,17,BTCT,6.19,-31.03,0.0,-2.44
Computer Hardware,18,SSYS,6.08,4.97,-3.72,-0.12
Computer Hardware,19,CRCT,5.37,4.25,33.26,42.62
Computer Hardware,20,BGIN,5.27,-10.24,-0.79,-19.79
Semiconductors,1,ARM,36.31,39.27,-7.39,146.41
Semiconductors,2,ALAB,33.91,29.88,-9.87,196.04
Semiconductors,3,RMBS,27.1,18.84,-16.9,11.63
Semiconductors,4,IMOS,23.05,23.64,8.64,80.69
Semiconductors,5,VLN,22.29,8.47,-4.95,53.6
Semiconductors,6,INTC,21.33,40.5,-6.87,178.26
Semiconductors,7,MXL,21.31,34.31,-0.79,378.0
Semiconductors,8,CEVA,20.89,26.01,-25.35,76.11
Semiconductors,9,CRDO,20.05,-12.91,-27.93,93.29
Semiconductors,10,AMD,19.92,34.56,18.25,199.27
Semiconductors,11,MRAM,18.93,5.89,-20.14,83.96
Semiconductors,12,MPWR,18.11,5.48,-5.54,23.05
Semiconductors,13,GSIT,17.07,-1.66,-15.16,-5.62
Semiconductors,14,AIP,15.91,6.99,-41.04,47.32
Semiconductors,15,MX,15.83,1.26,-33.74,12.98
Semiconductors,16,ASX,15.76,21.22,6.27,104.04
Semiconductors,17,MU,15.69,17.73,2.23,171.0
Semiconductors,18,AMBQ,15.41,21.86,-14.84,172.27
Semiconductors,19,SIMO,14.68,13.71,-14.03,133.08
Semiconductors,20,WOLF,14.66,9.61,-40.83,62.81
Electronics & Computer Distribution,1,SNX,10.51,18.16,1.65,75.95
Electronics & Computer Distribution,2,AVT,9.08,17.26,14.63,65.22
Electronics & Computer Distribution,3,CLMB,8.46,11.54,38.35,55.01
Electronics & Computer Distribution,4,ARW,7.14,12.38,0.91,57.25
Electronics & Computer Distribution,5,SCSC,3.11,8.05,17.65,59.4
Electronics & Computer Distribution,6,CNXN,1.66,15.46,25.7,50.09
Electronics & Computer Distribution,7,IZM,0.0,7.63,-28.15,-34.01
Electronics & Computer Distribution,8,NSIT,-4.2,8.92,39.67,139.7
Electronic Components,1,REFR,86.96,52.85,14.76,-16.03
Electronic Components,2,VICR,53.97,49.04,-12.14,56.88
Electronic Components,3,ALNT,19.88,22.05,15.95,74.61
Electronic Components,4,OPTX,19.0,-8.56,-26.62,-0.79
Electronic Components,5,OUST,15.86,10.15,-3.27,91.44
Electronic Components,6,SANM,13.35,19.68,-10.82,64.61
Electronic Components,7,BHE,12.54,15.88,-9.55,39.68
Electronic Components,8,KOPN,12.21,2.74,26.49,133.01
Electronic Components,9,CLS,11.74,22.84,-0.11,20.01
Electronic Components,10,MEI,11.67,5.7,13.29,153.07
Electronic Components,11,TTMI,10.37,17.46,-40.01,17.6
Electronic Components,12,NEON,10.06,-1.73,-8.17,-37.03
Electronic Components,13,PLXS,8.9,11.06,-7.92,23.24
Electronic Components,14,ROG,8.51,13.51,-14.0,33.45
Electronic Components,15,BELFB,8.3,2.46,-13.62,14.43
Electronic Components,16,GLW,7.16,6.14,-24.95,8.78
Electronic Components,17,LFUS,6.67,4.73,-8.9,19.83
Electronic Components,18,APH,6.38,5.68,0.98,28.46
Electronic Components,19,BELFA,6.09,-0.93,-20.62,-1.53
Electronic Components,20,TEL,6.03,5.92,7.98,3.89
Copper,1,IE,16.33,-7.64,10.76,-6.22
Copper,2,TGB,13.96,-3.0,42.23,52.01
Copper,3,ERO,13.01,-5.37,37.97,47.69
Copper,4,SCCO,6.35,-5.75,18.93,29.1
Copper,5,HBM,6.06,-9.49,16.53,41.37
Copper,6,FCX,4.82,-6.71,17.51,28.8
Copper,7,TECK,3.97,-4.84,15.77,37.56
Copper,8,COPR,-3.4,-0.95,-53.21,-58.27
Apparel Retail,1,DBGI,39.27,-31.53,-80.51,-93.3
Apparel Retail,2,VSXY,12.68,-4.34,3.35,91.41
Apparel Retail,3,BURL,11.54,-22.17,-23.82,-20.86
Apparel Retail,4,CURV,10.7,10.19,13.33,33.71
Apparel Retail,5,AEO,7.49,-5.63,-13.95,-2.45
Apparel Retail,6,TJX,7.12,-6.48,-20.33,-16.92
Apparel Retail,7,LVLU,6.67,-20.48,37.68,-25.16
Apparel Retail,8,LULU,6.56,-16.7,-9.56,-36.45
Apparel Retail,9,GAP,5.5,4.52,1.72,-16.52
Apparel Retail,10,CATO,5.13,-11.83,-23.12,-11.19
Apparel Retail,11,AKA,4.61,-0.09,17.35,12.85
Apparel Retail,12,ROST,4.08,-3.12,2.36,8.42
Apparel Retail,13,JEM,3.59,-1.83,-88.21,-84.36
Apparel Retail,14,BKE,3.44,-6.69,-7.02,-17.24
Apparel Retail,15,CAL,2.83,-9.45,-4.7,7.95
Apparel Retail,16,ZUMZ,2.77,-25.72,-28.05,-37.13
Apparel Retail,17,CRI,2.55,-13.28,-31.29,-14.33
Apparel Retail,18,GCO,2.31,-2.62,-3.28,28.86
Apparel Retail,19,BOOT,1.42,-23.06,-29.86,-20.73
Apparel Retail,20,SHOE,1.39,-16.07,-17.96,-26.92
Scientific & Technical Instruments,1,ASTC,23.46,-0.27,-27.22,221.21
Scientific & Technical Instruments,2,VPG,14.4,5.55,-47.65,63.27
Scientific & Technical Instruments,3,MKSI,11.66,-2.36,-31.16,7.87
Scientific & Technical Instruments,4,USBC,10.29,11.25,46.62,41.3
Scientific & Technical Instruments,5,KEYS,9.73,13.74,0.59,18.35
Scientific & Technical Instruments,6,MIND,9.02,4.2,-8.78,-49.66
Scientific & Technical Instruments,7,SOTK,8.97,-8.82,-7.6,22.11
Scientific & Technical Instruments,8,NOVT,8.76,3.55,-4.98,20.9
Scientific & Technical Instruments,9,ARAI,6.54,5.02,-41.28,-71.73
Scientific & Technical Instruments,10,MLAB,6.16,6.99,40.83,63.95
Scientific & Technical Instruments,11,LGL,5.14,-7.46,0.87,2.01
Scientific & Technical Instruments,12,BMI,4.31,-2.06,-0.43,-11.71
Scientific & Technical Instruments,13,GRMN,3.85,-1.26,19.82,19.27
Scientific & Technical Instruments,14,COHR,3.68,9.11,-23.41,10.38
Scientific & Technical Instruments,15,TRMB,3.49,-2.23,18.31,-9.27
Scientific & Technical Instruments,16,TDY,3.32,-0.67,1.45,-0.8
Scientific & Technical Instruments,17,ESE,2.78,-3.42,-23.18,-3.85
Scientific & Technical Instruments,18,SVRE,1.86,-23.16,-35.96,-30.25
Scientific & Technical Instruments,19,FTV,1.74,-6.95,-6.84,2.48
Scientific & Technical Instruments,20,ITRN,1.63,3.5,-15.3,1.26
Electrical Equipment & Parts,1,CBAT,43.14,68.83,104.34,76.22
Electrical Equipment & Parts,2,EAF,40.07,75.85,61.13,87.77
Electrical Equipment & Parts,3,FAC,28.8,40.0,-45.84,-37.23
Electrical Equipment & Parts,4,FPS,14.47,23.89,-33.67,11.46
Electrical Equipment & Parts,5,ZOOZ,12.56,25.12,33.45,10.43
Electrical Equipment & Parts,6,FCEL,10.84,-8.37,-20.32,147.55
Electrical Equipment & Parts,7,AEIS,10.79,1.73,-22.3,-21.59
Electrical Equipment & Parts,8,NVT,10.29,6.19,-2.81,29.65
Electrical Equipment & Parts,9,KE,9.44,19.16,11.01,7.19
Electrical Equipment & Parts,10,GWH,8.61,-5.96,-56.76,-68.73
Electrical Equipment & Parts,11,POWL,8.39,1.93,-34.59,3.1
Electrical Equipment & Parts,12,ULBI,8.26,-12.85,-5.3,-8.24
Electrical Equipment & Parts,13,PLPC,7.68,5.0,11.18,54.59
Electrical Equipment & Parts,14,TGEN,7.14,1.29,-41.45,14.55
Electrical Equipment & Parts,15,AMPX,6.92,-1.32,-22.28,-45.21
Electrical Equipment & Parts,16,ENR,6.02,2.42,-2.31,32.21
Electrical Equipment & Parts,17,HUBB,5.61,-0.66,-10.51,-8.29
Electrical Equipment & Parts,18,POLA,5.6,-13.73,-26.67,-24.57
Electrical Equipment & Parts,19,LNKS,5.17,14.84,-53.85,-88.28
Electrical Equipment & Parts,20,HYLN,5.08,31.43,-15.85,126.23
Specialty Industrial Machinery,1,HUHU,45.32,29.67,-38.8,-7.09
Specialty Industrial Machinery,2,GCDT,34.3,38.82,-11.15,-47.25
Specialty Industrial Machinery,3,OPTT,20.88,-59.6,-71.79,-80.42
Specialty Industrial Machinery,4,PSIX,16.94,34.06,21.96,-20.64
Specialty Industrial Machinery,5,SPPL,14.81,-4.82,-41.67,-7.86
Specialty Industrial Machinery,6,GNRC,13.88,-2.03,-29.82,-4.68
Specialty Industrial Machinery,7,XE,12.42,-9.55,-14.24,
Specialty Industrial Machinery,8,AMSC,11.65,7.37,-23.99,-3.6
Specialty Industrial Machinery,9,SHMD,11.01,-24.12,-36.99,-43.9
Specialty Industrial Machinery,10,GFUZ,10.71,23.47,-15.56,-14.65
Specialty Industrial Machinery,11,ETN,10.3,7.36,8.45,17.28
Specialty Industrial Machinery,12,FISN,9.86,9.4,-20.08,
Specialty Industrial Machinery,13,ITT,8.97,3.41,8.91,9.2
Specialty Industrial Machinery,14,NNE,8.76,-6.9,-26.52,-21.29
Specialty Industrial Machinery,15,BWEN,8.54,-1.82,-4.64,110.73
Specialty Industrial Machinery,16,INIO,6.84,-9.67,-45.2,
Specialty Industrial Machinery,17,SXI,6.8,-8.61,-12.88,6.53
Specialty Industrial Machinery,18,FLS,6.73,-4.08,5.83,2.37
Specialty Industrial Machinery,19,IR,6.69,-4.71,-2.68,-8.33
Specialty Industrial Machinery,20,NPO,6.37,0.31,-16.77,18.77
Airlines,1,SRFM,77.85,34.21,5.01,-29.29
Airlines,2,AERO,6.9,9.65,-10.73,20.24
Airlines,3,VLRS,6.49,-3.03,-27.09,-6.92
Airlines,4,RJET,5.58,-0.32,2.41,5.52
Airlines,5,AAL,5.12,-2.05,-23.45,24.65
Airlines,6,DAL,4.98,-0.89,-9.82,22.66
Airlines,7,LUV,4.83,0.81,-19.43,3.04
Airlines,8,LTM,4.77,-1.32,-8.05,7.0
Airlines,9,UAL,4.16,-2.51,-15.18,18.34
Airlines,10,ULCC,4.1,0.86,-21.4,67.82
Airlines,11,RYAAY,3.91,-3.36,-14.18,-9.09
Airlines,12,SKYW,2.2,-2.37,2.66,8.2
Airlines,13,JBLU,2.09,-11.31,-24.18,4.77
Airlines,14,CPA,1.34,-1.19,-17.17,13.84
Airlines,15,ALK,0.05,-4.48,-23.0,3.17
Airlines,16,FLYX,-0.82,-5.47,-40.69,-48.95
Airlines,17,ALGT,-1.75,-5.35,-28.01,-7.63
Airlines,18,AZUL,-4.87,-16.67,-30.56,61.5
Auto Manufacturers,1,LOBO,11.1,-11.14,-18.85,40.94
Auto Manufacturers,2,GGR,10.82,1.37,-25.75,-13.16
Auto Manufacturers,3,TSLA,6.16,8.93,1.22,-0.76
Auto Manufacturers,4,CENN,4.4,12.19,24.24,-33.42
Auto Manufacturers,5,NIU,3.9,9.79,3.4,-29.0
Auto Manufacturers,6,LCID,2.97,-18.27,-19.22,-59.85
Auto Manufacturers,7,NIO,2.51,-15.83,-25.1,-35.95
Auto Manufacturers,8,VFS,2.4,3.4,2.08,7.21
Auto Manufacturers,9,CYD,2.13,-10.71,-24.75,-15.09
Auto Manufacturers,10,RACE,0.17,-2.68,18.44,28.27
Auto Manufacturers,11,HMC,0.12,-1.35,24.81,29.74
Auto Manufacturers,12,WKHS,-0.33,-3.21,9.42,-4.13
Auto Manufacturers,13,XPEV,-0.48,-7.71,-17.55,-45.44
Auto Manufacturers,14,GM,-0.62,-3.69,6.11,9.4
Auto Manufacturers,15,TM,-0.96,-1.78,13.47,-9.26
Auto Manufacturers,16,RIVN,-1.38,-9.52,2.6,-6.71
Auto Manufacturers,17,PSNY,-1.64,-44.25,-64.4,-59.44
Auto Manufacturers,18,AIIO,-2.6,-43.4,-50.66,-25.52
Auto Manufacturers,19,LI,-2.74,-6.25,-5.57,-34.08
Auto Manufacturers,20,F,-3.07,-7.11,-6.5,9.29
Silver,1,NEWP,17.66,-3.83,73.67,77.45
Silver,2,HSLV,6.24,2.44,28.84,1.3
Silver,3,AYA,5.38,6.06,64.66,111.95
Silver,4,AG,3.93,-8.55,18.62,-5.22
Silver,5,SVM,2.95,-9.01,10.67,17.57
Silver,6,EXK,-2.83,-13.94,20.1,3.23
Industrial Distribution,1,EVI,14.51,33.76,31.01,-6.05
Industrial Distribution,2,XMTR,12.73,24.15,14.54,153.34
Industrial Distribution,3,WCC,9.1,8.56,3.94,33.77
Industrial Distribution,4,QXO,8.96,-8.43,-27.47,-39.18
Industrial Distribution,5,WSO,6.96,4.69,-18.86,-10.48
Industrial Distribution,6,WXM,6.67,-11.11,-14.35,-19.95
Industrial Distribution,7,SITE,6.05,-1.57,-15.92,-33.03
Industrial Distribution,8,WATR,5.88,-29.13,-82.56,-82.35
Industrial Distribution,9,AIT,5.83,-1.56,-0.09,26.25
Industrial Distribution,10,BXC,5.72,-3.87,31.48,53.95
Industrial Distribution,11,GIC,4.64,5.38,24.89,31.75
Industrial Distribution,12,DXPE,4.11,2.29,13.79,35.99
Industrial Distribution,13,FAST,4.0,-0.57,10.22,13.59
Industrial Distribution,14,ALTG,3.26,-5.5,-16.53,9.07
Industrial Distribution,15,FERG,3.18,-6.46,-6.55,-2.11
Industrial Distribution,16,MSM,3.0,4.06,6.48,37.1
Industrial Distribution,17,TITN,1.89,27.07,15.39,49.14
Industrial Distribution,18,GWW,0.99,-3.88,-5.36,19.27
Industrial Distribution,19,DNOW,0.71,1.55,20.02,31.03
Industrial Distribution,20,DSGR,0.29,0.4,27.09,33.7
Diagnostics & Research,1,BIAF,48.41,36.43,-37.76,-86.63
Diagnostics & Research,2,GRAL,46.09,43.29,69.91,125.55
Diagnostics & Research,3,NDRA,22.64,42.54,3.67,87.86
Diagnostics & Research,4,BNR,20.41,46.08,76.94,-23.9
Diagnostics & Research,5,VCYT,13.82,5.67,-22.8,33.03
Diagnostics & Research,6,NTRA,13.16,19.25,50.32,100.9
Diagnostics & Research,7,ILMN,11.55,14.41,45.86,102.71
Diagnostics & Research,8,BLLN,10.43,18.28,6.2,54.45
Diagnostics & Research,9,XGN,9.9,11.76,89.16,212.04
Diagnostics & Research,10,IMDX,9.22,-9.49,-27.32,-2.25
Diagnostics & Research,11,MTD,8.24,6.68,24.03,18.02
Diagnostics & Research,12,A,7.57,7.75,25.59,44.76
Diagnostics & Research,13,FRNM,6.59,13.93,42.47,43.12
Diagnostics & Research,14,DHR,6.34,3.0,17.31,16.55
Diagnostics & Research,15,OPK,5.59,14.86,14.09,50.44
Diagnostics & Research,16,MYGN,3.89,31.48,-23.18,-13.02
Diagnostics & Research,17,TMO,2.6,5.81,35.17,35.7
Diagnostics & Research,18,BDSX,2.56,15.36,56.88,88.48
Diagnostics & Research,19,QGEN,1.89,4.62,12.86,9.88
Diagnostics & Research,20,IDXX,1.64,-6.7,-4.94,-8.45
Software - Infrastructure,1,AIXC,72.88,77.24,39.5,25.76
Software - Infrastructure,2,LHSW,54.54,-72.35,-59.9,-70.45
Software - Infrastructure,3,DTSS,52.81,25.56,12.95,-0.75
Software - Infrastructure,4,SKYA,38.17,35.07,77.45,4.62
Software - Infrastructure,5,PRTH,32.43,37.08,10.01,60.82
Software - Infrastructure,6,QMLS,32.34,20.88,,
Software - Infrastructure,7,ZSQR,29.26,-19.13,-78.17,-71.54
Software - Infrastructure,8,NUAI,29.21,45.17,19.49,47.16
Software - Infrastructure,9,SLMT,26.47,-6.97,-22.91,-54.56
Software - Infrastructure,10,CHOW,26.45,75.67,52.33,57.68
Software - Infrastructure,11,BLSH,25.03,31.04,70.9,7.33
Software - Infrastructure,12,EXOD,23.58,-0.51,39.96,8.47
Software - Infrastructure,13,BKKT,22.87,7.7,6.27,6.53
Software - Infrastructure,14,AIFA,22.57,12.42,47.7,95.46
Software - Infrastructure,15,TWLO,21.69,30.6,54.35,136.75
Software - Infrastructure,16,AVX,20.94,11.11,-28.07,-47.37
Software - Infrastructure,17,BAND,20.85,27.57,13.1,258.58
Software - Infrastructure,18,QNC,19.41,-0.49,-33.66,-16.12
Software - Infrastructure,19,ARQQ,18.57,11.97,-21.3,66.1
Software - Infrastructure,20,VERI,18.35,50.67,-3.73,-50.57
Farm & Heavy Construction Machinery,1,BNC,28.36,96.46,127.14,90.34
Farm & Heavy Construction Machinery,2,ARTW,8.56,9.69,20.08,42.15
Farm & Heavy Construction Machinery,3,MTW,7.66,14.23,66.89,86.4
Farm & Heavy Construction Machinery,4,HYFM,6.51,7.72,15.24,-12.49
Farm & Heavy Construction Machinery,5,DE,5.98,9.38,18.1,21.69
Farm & Heavy Construction Machinery,6,CAT,3.74,0.12,-18.34,13.31
Farm & Heavy Construction Machinery,7,CMCO,2.55,-8.02,18.35,10.66
Farm & Heavy Construction Machinery,8,TWI,2.12,2.99,-3.6,1.26
Farm & Heavy Construction Machinery,9,CNH,1.7,16.92,33.37,28.03
Farm & Heavy Construction Machinery,10,XOS,1.59,-26.93,-13.85,24.39
Farm & Heavy Construction Machinery,11,GENC,1.52,-9.39,16.34,16.97
Farm & Heavy Construction Machinery,12,AGCO,1.49,10.49,6.2,4.56
Farm & Heavy Construction Machinery,13,ASTE,1.15,-5.09,-29.94,-23.09
Farm & Heavy Construction Machinery,14,WNC,-0.59,-2.41,-10.23,32.73
Farm & Heavy Construction Machinery,15,TEX,-1.04,-11.64,-16.96,-3.98
Farm & Heavy Construction Machinery,16,FSS,-1.8,-5.45,-6.93,0.89
Farm & Heavy Construction Machinery,17,HY,-1.94,-4.03,-8.49,3.85
Farm & Heavy Construction Machinery,18,LNN,-2.02,-0.34,-3.89,-3.23
Farm & Heavy Construction Machinery,19,ALG,-2.24,-0.36,0.68,-3.85
Farm & Heavy Construction Machinery,20,AEBI,-3.17,-5.0,-8.98,17.76
Footwear & Accessories,1,FOSL,15.98,10.77,53.1,51.6
Footwear & Accessories,2,ONON,11.09,2.2,-18.31,-23.82
Footwear & Accessories,3,CROX,7.99,-0.97,2.65,55.79
Footwear & Accessories,4,WEYS,5.11,2.79,19.23,38.64
Footwear & Accessories,5,SHOO,4.55,-5.47,2.62,29.67
Footwear & Accessories,6,RCKY,3.85,-2.46,10.26,13.81
Footwear & Accessories,7,BIRK,3.22,-10.99,-30.32,-13.87
Footwear & Accessories,8,DBI,2.98,6.32,-0.8,18.03
Footwear & Accessories,9,DECK,0.81,-14.65,-25.65,-22.49
Footwear & Accessories,10,NKE,0.75,-11.53,-13.8,-32.6
Footwear & Accessories,11,VRA,0.5,27.44,4.66,17.78
Footwear & Accessories,12,FMFC,-0.83,-10.93,-37.35,-57.24
Footwear & Accessories,13,WWW,-0.93,-8.43,8.95,12.88
Conglomerates,1,NNBR,18.4,5.75,46.77,116.85
Conglomerates,2,FIP,7.67,-17.6,-34.12,-34.67
Conglomerates,3,CRESY,5.74,12.68,12.78,3.08
Conglomerates,4,PLAG,4.96,-8.3,-55.14,-58.27
Conglomerates,5,MMM,4.7,-4.87,2.65,16.11
Conglomerates,6,CODI,3.09,-1.73,11.82,69.4
Conglomerates,7,RCMT,2.67,-1.92,43.27,116.94
Conglomerates,8,HON,2.36,-1.02,-10.83,-8.48
Conglomerates,9,TRC,1.69,-0.18,-12.16,-14.74
Conglomerates,10,HHS,1.31,16.62,92.12,88.98
Conglomerates,11,GHC,1.09,-2.38,-2.18,7.97
Conglomerates,12,DLX,0.97,-0.83,1.62,-13.73
Conglomerates,13,OTTR,0.13,-3.15,0.37,2.37
Conglomerates,14,BBUC,-0.2,-9.6,-21.45,-16.4
Conglomerates,15,LGPS,-0.59,-6.15,23.49,22.47
Conglomerates,16,VMI,-0.91,-2.17,-16.4,16.59
Conglomerates,17,MATW,-1.2,-7.12,-25.14,-21.44
Conglomerates,18,AIRT,-1.41,-9.12,25.02,31.34
Conglomerates,19,BOC,-2.97,-4.43,1.21,9.4
Conglomerates,20,GPUS,-3.09,-63.1,-81.5,-76.18
Building Products & Equipment,1,ILAG,11.11,-0.96,-8.01,44.18
Building Products & Equipment,2,AAON,9.0,8.23,-37.42,-1.96
Building Products & Equipment,3,MAIR,7.58,1.16,-35.89,
Building Products & Equipment,4,LPX,4.07,-6.33,-14.64,-7.57
Building Products & Equipment,5,JCI,3.87,2.04,2.16,6.94
Building Products & Equipment,6,AWI,3.83,-8.01,3.98,-0.98
Building Products & Equipment,7,TT,3.65,-3.5,-9.53,1.63
Building Products & Equipment,8,GFF,3.63,-4.72,1.82,34.85
Building Products & Equipment,9,LII,3.13,-6.71,-32.52,-21.94
Building Products & Equipment,10,UUU,3.06,-21.83,8.6,-16.53
Building Products & Equipment,11,WMS,2.29,-7.63,-12.96,-5.0
Building Products & Equipment,12,JLHL,2.18,-10.78,-57.51,4.26
Building Products & Equipment,13,CSL,2.02,-10.64,-14.42,-4.68
Building Products & Equipment,14,ARLO,1.94,4.35,9.98,-8.45
Building Products & Equipment,15,PPIH,1.85,16.07,12.47,1.98
Building Products & Equipment,16,CARR,1.55,-8.12,-25.6,-5.94
Building Products & Equipment,17,AIRJ,1.47,-17.37,-16.53,34.42
Building Products & Equipment,18,TREX,1.18,-7.72,-10.76,18.79
Building Products & Equipment,19,SWIM,0.79,-9.43,4.79,10.45
Building Products & Equipment,20,MAS,-0.18,-6.9,-12.67,12.9
Lodging,1,MAR,4.98,-2.37,-8.32,8.44
Lodging,2,CHH,3.51,-8.53,-9.28,2.67
Lodging,3,WH,1.67,-6.78,-19.23,-10.44
Lodging,4,IHG,1.54,-3.94,-9.59,18.05
Lodging,5,ATAT,0.62,-7.14,1.06,-9.48
Lodging,6,HLT,0.52,-6.92,-10.54,2.44
Lodging,7,HTHT,0.14,-12.05,2.42,-14.71
Lodging,8,H,-0.86,-12.67,-20.29,7.96
Lodging,9,CVEO,-1.25,-1.43,0.64,19.94
Lodging,10,INTG,-2.6,8.97,-21.7,0.83
Lodging,11,GHG,-4.42,-9.09,-11.98,-21.26
Financial Data & Stock Exchanges,1,COIN,20.44,10.39,31.99,9.44
Financial Data & Stock Exchanges,2,NDAQ,7.53,-3.39,16.95,13.24
Financial Data & Stock Exchanges,3,MKTW,5.87,2.46,9.01,16.95
Financial Data & Stock Exchanges,4,MSCI,2.79,-2.74,-3.74,3.36
Financial Data & Stock Exchanges,5,MCO,1.84,-7.33,5.35,10.59
Financial Data & Stock Exchanges,6,ICE,1.46,-4.07,20.25,0.34
Financial Data & Stock Exchanges,7,FDS,1.09,-8.48,29.1,41.56
Financial Data & Stock Exchanges,8,SPGI,-0.06,-6.64,6.81,4.52
Financial Data & Stock Exchanges,9,CBOE,-0.58,-12.73,7.72,-5.02
Financial Data & Stock Exchanges,10,CME,-0.61,-3.0,16.89,-10.53
Financial Data & Stock Exchanges,11,MORN,-1.16,-7.9,30.73,21.85
Financial Data & Stock Exchanges,12,VALU,-1.19,1.53,9.53,6.29
Financial Data & Stock Exchanges,13,DTCX,-2.88,-30.82,-4.72,-38.79
Financial Data & Stock Exchanges,14,TRU,-4.97,-16.4,4.34,3.4
Discount Stores,1,OLLI,12.81,8.2,11.5,-11.42
Discount Stores,2,PSMT,3.38,-1.27,-8.32,16.21
Discount Stores,3,WMT,2.82,3.79,-7.12,-9.44
Discount Stores,4,TBBB,2.62,1.79,23.08,48.31
Discount Stores,5,COST,1.23,-6.87,-5.87,-7.1
Discount Stores,6,TGT,1.02,-8.02,10.67,34.8
Discount Stores,7,DLTR,0.68,-17.25,-5.19,6.22
Discount Stores,8,DG,-1.96,-3.77,1.2,2.31
Discount Stores,9,BJ,-3.23,-8.64,2.82,-8.0
Tools & Accessories,1,TTC,4.61,-2.92,1.9,1.39
Tools & Accessories,2,LECO,3.96,-5.97,-1.31,4.2
Tools & Accessories,3,SWK,3.04,-6.85,2.34,28.19
Tools & Accessories,4,RBC,2.69,0.88,-21.7,-9.41
Tools & Accessories,5,CVR,2.53,0.89,0.74,-19.85
Tools & Accessories,6,EML,1.27,-0.16,7.8,23.93
Tools & Accessories,7,KMT,0.81,2.18,-13.09,-17.09
Tools & Accessories,8,TKR,0.81,-4.14,-14.75,16.44
Tools & Accessories,9,SNA,-0.73,-6.14,-5.58,1.97
Tools & Accessories,10,ZJK,-2.34,-18.04,0.48,0.48
Tools & Accessories,11,HLMN,-2.46,-13.98,-12.98,-14.7
Real Estate - Diversified,1,HHH,2.67,-4.49,-8.79,-0.38
Real Estate - Diversified,2,JOE,2.49,-6.01,-1.45,6.69
Real Estate - Diversified,3,VTMX,-0.27,-7.47,1.52,0.49
Internet Content & Information,1,PAAI,72.24,62.78,25.0,-38.0
Internet Content & Information,2,SLE,24.35,21.76,69.68,19.82
Internet Content & Information,3,CHAI,17.0,17.22,-57.24,-75.41
Internet Content & Information,4,ZH,15.51,11.82,14.01,15.89
Internet Content & Information,5,LCFY,11.78,13.97,-30.95,-44.35
Internet Content & Information,6,UPXI,11.43,13.04,48.1,5.41
Internet Content & Information,7,META,10.51,33.11,33.43,25.5
Internet Content & Information,8,WSHP,7.43,21.17,15.83,-22.21
Internet Content & Information,9,GIFT,6.25,-19.29,-28.78,-28.2
Internet Content & Information,10,DJT,5.96,-2.58,20.48,3.25
Internet Content & Information,11,TME,5.12,-5.08,0.49,-16.63
Internet Content & Information,12,GRPN,3.67,2.09,9.39,89.06
Internet Content & Information,13,WBTN,3.07,11.99,-2.19,22.05
